standID,treeID,species,dbh,height,x,y
23,492311139,psme,3.02406352,6.742176,125937.2061,214232.5369
23,492311154,psme,4.435698964,9.851136,125935.0908,214232.1111
23,492311229,psme,3.255058123,7.245096,125930.423,214228.3649
23,492311230,psme,15.65656416,30.763464,125941.7639,214228.0332
23,492311235,psme,3.165664299,7.050024,125933.9968,214225.7308
23,492311246,psme,3.078822794,6.861048,125930.5699,214225.1386
23,492311252,psme,10.38736242,22.192488,125948.4089,214225.3071
23,492311287,psme,8.007848016,17.544288,125956.9292,214224.4881
23,492311294,psme,97.4,60.895992,125966.7851,214221.3233
23,492311308,psme,8.320644364,18.18132,125954.2608,214222.7031
23,492311322,psme,6.666758016,14.734032,125933.054,214221.8052
23,492311323,psme,15.93876511,31.156656,125945.4754,214222.5197
23,492311341,psme,16.79560993,32.311848,125925.1337,214221.1072
23,492311342,psme,4.162083326,9.244584,125938.0646,214221.5608
23,492311343,psme,10.80404514,22.957536,125956.7589,214217.5777
23,492311349,psme,5.38007399,11.939016,125936.3352,214218.8676
23,492311360,psme,12.3446243,25.655016,125953.0273,214218.6449
23,492311370,psme,7.212507101,15.892272,125933.5668,214218.4371
23,492311400,psme,12.35367719,25.670256,125944.6907,214216.6446
23,492311427,psme,11.39240832,24.012144,125931.0487,214215.6837
23,492311449,psme,2.037688818,4.657344,125961.2821,214214.5687
23,492311466,psme,13.14302341,26.971752,125924.3911,214214.8378
23,492311477,psme,1.798773777,4.17576,125964.9916,214213.9095
23,492311478,psme,1.754225412,4.087368,125967.2575,214212.9112
23,492311496,psme,7.772259131,17.059656,125936.3289,214213.058
23,492311498,psme,1.737264313,4.05384,125963.456,214212.2827
23,492311516,psme,8.391497068,18.324576,125918.4463,214211.2473
23,492311517,psme,13.20731291,27.075384,125927.4458,214209.0464
23,492311518,psme,15.30851794,30.269688,125951.6195,214210.6692
23,492311519,psme,1.738807707,4.056888,125961.5239,214211.2076
23,492311535,psme,2.010764141,4.60248,125956.7103,214209.9798
23,492311536,psme,2.214063817,5.020056,125966.7609,214210.4689
23,492311547,psme,7.255981287,15.983712,125934.4986,214207.6789
23,492311567,psme,15.19824715,30.111192,125942.8071,214209.0611
23,492311568,psme,2.29764313,5.193792,125956.098,214207.1626
23,492311569,psme,1.650342569,3.883152,125961.9592,214208.6938
23,492311607,psme,7.675041762,16.858488,125920.8744,214204.9853
23,492311608,psme,2.184606417,4.959096,125963.6917,214206.5398
23,492311619,psme,1.697029974,3.974592,125959.6569,214205.6545
23,492311656,psme,2.637221517,5.910072,125917.3864,214205.3065
23,492311657,psme,2.06454525,4.712208,125961.4286,214204.0629
23,492311668,psme,1.815609927,4.209288,125957.2216,214203.6686
23,492311686,psme,5.39254555,11.966448,125927.1909,214204.5394
23,492311700,psme,7.829861929,17.178528,125921.2433,214202.1264
23,492311701,psme,7.856487523,17.233392,125925.455,214201.6261
23,492311702,psme,15.41092382,30.415992,125950.395,214201.6218
23,492311724,psme,15.13072955,30.013656,125935.6666,214202.167
23,492311725,psme,13.97099328,28.279344,125943.045,214201.9554
23,492311758,psme,10.14540871,21.741384,125923.0344,214198.9855
23,492311759,psme,9.348510805,20.220432,125929.8442,214198.6115
23,492311760,psme,15.53546752,30.592776,125964.7424,214199.902
23,492311772,psme,14.97140144,29.782008,125942.262,214197.6765
23,492311791,psme,11.80547378,24.73452,125915.8463,214197.2566
23,492311792,psme,15.10547687,29.97708,125936.3723,214196.3662
23,492311805,psme,1.840040489,4.258056,125954.7905,214196.3843
23,492311818,psme,13.14302341,26.971752,125960.2867,214195.3023
23,492311833,psme,11.51352903,24.225504,125924.0339,214194.4216
23,492311846,psme,14.13757389,28.535376,125966.7059,214193.9717
23,492311860,psme,2.066035314,4.715256,125955.1014,214193.376
23,492311875,psme,10.74377582,22.847808,125942.2301,214193.1247
23,492311890,psme,9.674100275,20.84832,125946.5465,214193.5826
23,492311911,psme,2.67151624,5.983224,125950.2981,214192.5478
23,492311925,psme,14.18545015,28.608528,125953.7273,214188.4461
23,492311942,psme,15.0697639,29.925264,125932.8538,214190.9925
23,492311944,psme,3.459564431,7.693152,126070.3871,214190.9735
23,492311969,psme,3.830219141,8.510016,125944.224,214188.3889
23,492311984,psme,14.06599538,28.425648,125920.5158,214188.9748
23,492311995,psme,13.20541889,27.072336,125965.1754,214187.4798
23,492312010,psme,15.17712013,30.080712,125939.4657,214185.8955
23,492312012,psme,5.705158264,12.652248,126074.1621,214185.458
23,492312025,psme,3.193625808,7.110984,125946.7183,214186.2043
23,492312026,psme,15.36604774,30.351984,125959.0682,214185.3909
23,492312034,psme,15.07816046,29.937456,125915.7327,214185.6208
23,492312045,psme,10.12265963,21.698712,126068.8576,214184.8901
23,492312056,psme,14.76185317,29.47416,125923.1666,214183.9398
23,492312057,psme,13.73562689,27.913584,125930.8252,214185.0794
23,492312068,psme,8.160048712,17.855184,125944.2816,214182.6544
23,492312075,psme,1.546555921,3.681984,125948.1003,214183.3721
23,492312098,psme,10.23011297,21.89988,125969.3039,214181.5812
23,492312111,psme,13.60551476,27.709368,125909.5765,214181.0202
23,492312121,psme,2.39087267,5.388864,125953.461,214181.2938
23,492312130,psme,1.888701136,4.355592,125951.0346,214180.3776
23,492312139,psme,17.24429174,32.894016,125923.8974,214179.8136
23,492312141,psme,12.51553257,25.941528,125966.0888,214178.3852
23,492312143,psme,11.27200718,23.798784,126070.8468,214179.6557
23,492312144,psme,8.805431074,19.153632,126075.0139,214179.5545
23,492312152,psme,13.01697599,26.767536,125935.0814,214178.8247
23,492312153,psme,14.11169355,28.495752,125940.8024,214180.0525
23,492312154,psme,2.037688818,4.657344,125945.8655,214179.5369
23,492312155,psme,2.370531191,5.346192,125948.4531,214178.5248
23,492312166,psme,18.15406078,34.027872,125918.9138,214179.3389
23,492312167,psme,2.181656766,4.953,125943.5764,214178.1707
23,492312168,psme,2.104706279,4.794504,125950.7958,214177.1737
23,492312188,psme,11.66683653,24.493728,125913.6998,214175.7838
23,492312199,psme,14.9068215,29.68752,125928.2403,214176.6174
23,492312201,psme,7.843171576,17.20596,126079.3837,214176.2703
23,492312214,psme,18.4328688,34.363152,125921.1813,214174.2709
23,492312231,psme,4.002458556,8.891016,125944.7695,214175.4291
23,492312232,psme,1.726452188,4.032504,125949.8638,214174.8221
23,492312233,psme,17.14460409,32.766,125959.0194,214175.2944
23,492312234,psme,7.775210277,17.065752,126068.208,214175.2031
23,492312235,psme,7.853527878,17.227296,126077.8147,214174.248
23,492312241,psme,2.39958177,5.407152,125946.9356,214173.6677
23,492312250,psme,4.470069053,9.927336,125942.714,214173.3934
23,492312259,psme,2.052617354,4.687824,125950.0803,214172.346
23,492312261,psme,2.377799284,5.361432,126072.4766,214173.4662
23,492312277,psme,2.338507486,5.279136,126071.1767,214171.6401
23,492312278,psme,2.620050308,5.873496,126074.3696,214171.7626
23,492312290,psme,10.52094001,22.439376,125931.426,214170.6831
23,492312291,psme,12.85269097,26.499312,125936.0684,214170.9818
23,492312292,psme,2.243451677,5.081016,125945.0563,214171.4407
23,492312302,psme,10.12753245,21.707856,125941.7575,214169.7272
23,492312303,psme,2.079436739,4.742688,125949.8833,214169.5187
23,492312304,psme,12.08212254,25.210008,125976.8024,214170.8383
23,492312305,psme,5.216762972,11.579352,126064.6339,214172.5363
23,492312307,psme,6.513193164,14.404848,126080.1671,214170.9596
23,492312321,psme,2.190503566,4.971288,125947.6914,214169.3896
23,492312330,psme,14.52621808,29.12364,125927.1027,214168.7384
23,492312331,psme,17.92441573,33.747456,125956.6667,214169.1863
23,492312332,psme,12.19316407,25.398984,125969.7426,214168.9629
23,492312333,psme,3.391510735,7.5438,126066.3568,214168.7254
23,492312340,psme,14.57922138,29.202888,125919.6711,214169.1209
23,492312342,psme,3.722569379,8.272272,126070.952,214169.0512
23,492312343,psme,4.050638432,8.997696,126075.0765,214168.933
23,492312344,psme,5.875407128,13.024104,126078.0182,214167.8912
23,492312352,psme,11.61967422,24.411432,125912.0636,214169.3554
23,492312353,psme,13.57071515,27.654504,125946.7905,214165.9431
23,492312354,psme,13.67336912,27.816048,125980.8765,214167.8292
23,492312361,psme,13.56299079,27.642312,125924.3475,214165.3816
23,492312362,psme,5.976157575,13.24356,126069.6293,214166.4826
23,492312363,psme,6.095381215,13.50264,126082.739,214168.1074
23,492312369,psme,11.91318903,24.920448,125976.4292,214166.5535
23,492312379,psme,13.63068868,27.748992,125970.6181,214165.4709
23,492312382,psme,3.863312865,8.583168,126074.7951,214166.1678
23,492312394,psme,15.76976905,30.92196,125939.9841,214164.8412
23,492312395,psme,15.31490085,30.278832,125964.2501,214167.2764
23,492312396,psme,9.726690343,20.948904,126083.2063,214165.6047
23,492312401,psme,20.38785035,36.56076,125984.3194,214164.7761
23,492312415,psme,16.57448971,32.01924,125910.205,214162.7
23,492312416,psme,15.1012716,29.970984,125968.0956,214162.6239
23,492312417,psme,11.64760883,24.4602,126060.0028,214164.9458
23,492312418,psme,3.739141143,8.308848,126070.8306,214164.0292
23,492312419,psme,3.923953609,8.71728,126075.5291,214163.5152
23,492312420,psme,8.489804568,18.522696,126079.6617,214163.1335
23,492312430,psme,13.24713171,27.139392,125919.3113,214163.4367
23,492312431,psme,15.74357943,30.885384,125957.6835,214162.9441
23,492312432,psme,15.25965912,30.199584,125962.9218,214161.4891
23,492312433,psme,12.38993113,25.731216,125977.151,214163.3941
23,492312434,psme,8.71047896,18.964656,126082.4868,214161.7046
23,492312435,psme,9.422393152,20.363688,126085.2641,214162.8977
23,492312441,psme,21.32517271,37.523928,125988.2048,214163.1145
23,492312443,psme,2.29764313,5.193792,126067.8181,214162.9561
23,492312444,psme,3.826081523,8.500872,126072.642,214161.6265
23,492312461,psme,14.1794587,28.599384,125914.5268,214162.2494
23,492312462,psme,13.90006502,28.169616,125979.4567,214159.3913
23,492312483,psme,13.66948499,27.809952,125933.8537,214161.511
23,492312486,psme,10.34794278,22.119336,126064.2615,214162.1352
23,492312487,psme,8.947004086,19.434048,126085.5474,214159.6487
23,492312498,psme,14.93804052,29.73324,125916.6967,214157.3836
23,492312499,psme,14.11169355,28.495752,125926.3218,214157.9204
23,492312500,psme,16.38785544,31.769304,125952.7545,214159.995
23,492312514,psme,16.12279511,31.40964,125946.5784,214158.5315
23,492312515,psme,11.56218177,24.310848,126058.1749,214157.4511
23,492312521,psme,14.09379798,28.46832,125939.9356,214157.0871
23,492312522,psme,12.78589198,26.389584,125972.1502,214157.6412
23,492312525,psme,2.65866307,5.955792,126075.0302,214158.8875
23,492312536,psme,14.0838636,28.45308,125933.7753,214156.0534
23,492312538,psme,4.681852379,10.396728,126068.7915,214158.2567
23,492312543,psme,13.78636703,27.992832,126065.6735,214156.4559
23,492312544,psme,3.09424861,6.894576,126071.7179,214157.6944
23,492312554,psme,5.967753511,13.225272,126077.9014,214157.0409
23,492312555,psme,10.46146941,22.329648,126086.4312,214155.7724
23,492312567,psme,14.92554632,29.714952,125957.2349,214155.2217
23,492312581,psme,10.73207683,22.826472,126083.8676,214155.0933
23,492312589,psme,15.2617806,30.202632,125905.9988,214154.2101
23,492312590,psme,12.86012761,26.511504,125965.6333,214153.3673
23,492312592,psme,6.039236873,13.38072,126077.211,214153.5627
23,492312616,psme,14.72888255,29.425392,126070.0812,214152.457
23,492312625,psme,14.03229211,28.373832,125989.2022,214152.9668
23,492312640,psme,20.84966258,37.042344,125978.8767,214151.8608
23,492312642,psme,8.43984785,18.422112,126099.4721,214151.9713
23,492312649,psme,13.80591987,28.023312,125953.1142,214150.2494
23,492312670,psme,17.90211948,33.720024,125936.4072,214150.5451
23,492312671,psme,13.61712923,27.727656,125945.7306,214150.4113
23,492312673,psme,23.87175481,39.870888,126064.0975,214150.4094
23,492312674,psme,5.38007399,11.939016,126083.3726,214148.7443
23,492312693,psme,20.77570115,36.966144,125915.1457,214149.8861
23,492312694,psme,21.00759875,37.203888,125922.9758,214148.9851
23,492312695,psme,18.46100939,34.39668,126001.5212,214149.3185
23,492312696,psme,9.861111064,21.204936,126087.2195,214148.8759
23,492312697,psme,8.652460494,18.848832,126090.0417,214148.5461
23,492312706,psme,3.883990187,8.628888,126104.4688,214147.889
23,492312714,psme,16.11165332,31.3944,126058.3609,214146.6861
23,492312715,psme,17.4093539,33.104328,126071.376,214146.6858
23,492312720,psme,18.17921426,34.058352,125906.1147,214147.0936
23,492312721,psme,14.37015792,28.888944,125987.1927,214147.0787
23,492312723,psme,3.817805666,8.482584,126104.2095,214145.7265
23,492312734,psme,16.81880914,32.342328,126078.0993,214146.4003
23,492312743,psme,15.33619396,30.309312,125940.4018,214145.5793
23,492312744,psme,18.25743304,34.15284,125995.4212,214146.1243
23,492312751,psme,13.81178979,28.032456,125930.6041,214145.6569
23,492312752,psme,18.98913725,35.015424,125959.232,214145.8987
23,492312753,psme,15.75885192,30.90672,126098.6222,214145.5904
23,492312772,psme,12.14652141,25.319736,125896.0262,214144.4899
23,492312773,psme,21.3557499,37.554408,125971.2964,214143.3783
23,492312774,psme,13.8274521,28.05684,125983.2787,214143.7746
23,492312775,psme,20.60249154,36.786312,126005.4664,214144.1293
23,492312782,psme,12.64931482,26.164032,125947.9283,214143.0852
23,492312783,psme,26.8085882,42.141648,126013.274,214142.9994
23,492312784,psme,28.01954796,42.958512,126025.4732,214145.1049
23,492312785,psme,7.06081286,15.572232,126105.9173,214142.6926
23,492312794,psme,15.74794163,30.89148,125978.4314,214142.9564
23,492312795,psme,20.98066938,37.176456,126049.7311,214141.3294
23,492312796,psme,15.60889026,30.696408,126090.365,214142.2655
23,492312803,psme,19.26373776,35.329368,125964.5715,214140.8877
23,492312810,psme,11.2086528,23.686008,125909.2493,214139.6305
23,492312811,psme,11.97525904,25.027128,125914.9325,214140.9377
23,492312812,psme,24.87659699,40.696896,125989.9403,214139.5444
23,492312813,psme,20.24728044,36.411408,126038.6231,214141.0689
23,492312825,psme,14.06599538,28.425648,125921.6185,214141.0969
23,492312826,psme,13.65589699,27.788616,125940.4628,214140.3836
23,492312827,psme,22.68294648,38.822376,126032.7822,214140.9638
23,492312828,psme,3.650710336,8.113776,126082.8613,214141.4777
23,492312836,psme,13.96507206,28.2702,125944.2752,214139.1802
23,492312837,psme,25.06544876,40.846248,126019.971,214139.7425
23,492312838,psme,17.78862356,33.579816,126065.0862,214140.7218
23,492312839,psme,9.643876261,20.790408,126102.0512,214137.45
23,492312844,psme,12.41353271,25.77084,125936.1048,214138.7861
23,492312845,psme,20.29591096,36.463224,126057.7448,214139.9808
23,492312846,psme,21.60250313,37.798248,126072.2521,214139.7199
23,492312859,psme,15.89471156,31.095696,126000.0552,214139.0098
23,492312860,psme,25.19003827,40.943784,126025.2357,214138.1598
23,492312867,psme,17.02903974,32.616648,125904.0332,214138.3659
23,492312868,psme,18.13396536,34.003488,125955.1005,214137.5639
23,492312869,psme,27.81864455,42.827448,126006.8482,214137.4332
23,492312879,psme,17.9914839,33.829752,125980.7113,214136.3961
23,492312880,psme,10.97237692,23.262336,126079.795,214138.1028
23,492312886,psme,19.00765441,35.03676,125929.1622,214137.9291
23,492312887,psme,17.89964396,33.716976,125994.7236,214136.423
23,492312888,psme,9.928624665,21.332952,126086.3664,214137.9405
23,492312892,psme,22.29503895,38.462712,126015.6196,214135.9717
23,492312893,psme,20.23585922,36.399216,126029.8212,214136.2741
23,492312898,psme,18.15657441,34.03092,126034.2535,214135.561
23,492312910,psme,20.00629939,36.152328,125883.4973,214134.4773
23,492312911,psme,12.55209252,26.002488,125917.6717,214134.6888
23,492312912,psme,23.16622449,39.25824,126058.3782,214134.5284
23,492312913,psme,10.89982764,23.131272,126083.797,214134.3929
23,492312914,psme,3.555225049,7.903464,126092.5433,214135.4569
23,492312921,psme,20.9478171,37.142928,125895.8599,214135.8117
23,492312922,psme,14.76804195,29.483304,125942.4286,214133.7491
23,492312923,psme,25.09261696,40.867584,126040.5465,214134.8207
23,492312924,psme,22.91765886,39.035736,126063.5008,214134.3233
23,492312925,psme,5.574353542,12.365736,126089.1962,214135.5242
