standID,treeID,species,dbh,height,x,y
23,492312936,psme,17.82308424,33.622488,126074.0612,214134.3195
23,492312937,psme,10.73040608,22.823424,126108.1726,214133.6017
23,492312948,psme,13.13170105,26.953464,125924.3796,214133.7386
23,492312949,psme,5.664770697,12.563856,126091.6057,214133.4719
23,492312962,psme,20.85559426,37.04844,126025.6237,214132.6449
23,492312963,psme,15.22998523,30.156912,126053.0034,214133.9095
23,492312964,psme,2.986088728,6.65988,126098.637,214133.127
23,492312972,psme,15.1180987,29.995368,125996.9544,214132.1157
23,492312973,psme,18.89949264,34.911792,126011.0834,214131.4064
23,492312974,psme,5.485464628,12.170664,126088.0733,214131.6518
23,492312981,psme,17.6856655,33.4518,125947.5079,214131.309
23,492312982,psme,22.085363,38.264592,125965.7826,214131.6029
23,492312987,psme,21.56524545,37.761672,125888.6954,214130.8711
23,492312988,psme,19.41227898,35.497008,125897.4037,214129.3892
23,492312989,psme,19.96133693,36.10356,126047.7843,214130.7464
23,492312990,psme,5.848855238,12.966192,126090.8737,214130.4005
23,492312999,psme,12.87687073,26.538936,125904.4127,214131.2762
23,492313000,psme,20.94483387,37.13988,125933.3069,214130.0362
23,492313001,psme,19.21541604,35.274504,126030.94,214129.7782
23,492313002,psme,18.78942601,34.783776,126064.9293,214129.0426
23,492313003,psme,20.95378523,37.149024,126071.5079,214129.0847
23,492313004,psme,16.48774772,31.903416,126082.5377,214130.3648
23,492313005,psme,12.96080916,26.676096,126109.7499,214129.6886
23,492313013,psme,17.93185444,33.7566,125909.7026,214131.2232
23,492313014,psme,11.60223485,24.380952,125986.3382,214130.3533
23,492313015,psme,19.91090285,36.048696,126022.0096,214129.7404
23,492313016,psme,20.43401742,36.609528,126037.1088,214129.1722
23,492313017,psme,13.96507206,28.2702,126054.5003,214128.4109
23,492313027,psme,13.67531149,27.819096,125994.2314,214128.7994
23,492313028,psme,17.91945843,33.74136,126004.0387,214127.9797
23,492313036,psme,12.65851227,26.179272,125923.9629,214128.5183
23,492313037,psme,14.84661984,29.599128,125955.1118,214127.6153
23,492313038,psme,23.05677919,39.160704,125977.7586,214128.5256
23,492313039,psme,23.66133496,39.691056,126016.2974,214128.4753
23,492313040,psme,13.30225943,27.227784,126058.6854,214127.7304
23,492313041,psme,8.751784525,19.046952,126095.4693,214125.8959
23,492313059,psme,16.29754616,31.647384,125913.5597,214128.1815
23,492313060,psme,8.302585006,18.144744,126089.2315,214126.7049
23,492313076,psme,14.36814004,28.885896,125904.3822,214125.503
23,492313077,psme,12.79886229,26.41092,125918.6887,214126.4418
23,492313078,psme,12.95333286,26.663904,125990.2952,214123.7141
23,492313079,psme,11.80547378,24.73452,126109.4693,214125.8373
23,492313089,psme,17.20862144,32.848296,126024.5237,214125.5144
23,492313094,psme,19.46663085,35.557968,125891.2188,214124.5937
23,492313095,psme,18.15657441,34.03092,126081.5478,214122.8811
23,492313096,psme,11.46672495,24.143208,126087.0127,214124.4
23,492313112,psme,16.10942582,31.391352,125926.6414,214123.5244
23,492313120,psme,17.16828596,32.79648,125944.1381,214123.3259
23,492313121,psme,10.45981981,22.3266,125964.0103,214123.5312
23,492313122,psme,20.52093898,36.700968,126015.198,214123.2943
23,492313123,psme,25.00352883,40.79748,126031.5596,214121.076
23,492313132,psme,19.16990954,35.222688,125878.029,214124.0562
23,492313133,psme,26.07085397,41.611296,126040.8451,214122.7178
23,492313139,psme,22.78645861,38.916864,126048.272,214122.3491
23,492313140,psme,20.69033079,36.877752,126074.2781,214123.414
23,492313141,psme,11.23944932,23.740872,126105.6798,214121.9671
23,492313149,psme,3.498406013,7.778496,125957.3647,214121.4183
23,492313150,psme,19.42313488,35.5092,126022.661,214120.4455
23,492313151,psme,21.6554347,37.850064,126060.7055,214122.1508
23,492313160,psme,22.28530014,38.453568,125910.6966,214119.9927
23,492313161,psme,13.22436773,27.102816,125919.3973,214120.2958
23,492313162,psme,22.06934861,38.249352,125935.0846,214120.8128
23,492313168,psme,11.22746738,23.719536,125901.9507,214120.6842
23,492313169,psme,19.96133693,36.10356,126053.7163,214121.3308
23,492313170,psme,20.03446447,36.182808,126067.1476,214121.5506
23,492313171,psme,7.308230127,16.09344,126087.3126,214119.4745
23,492313185,psme,21.07361751,37.270944,126073.9363,214118.5276
23,492313189,psme,22.43201678,38.590728,125895.8741,214118.4087
23,492313190,psme,27.3794717,42.53484,125984.2319,214118.1384
23,492313206,psme,17.93433475,33.759648,125973.8549,214119.0477
23,492313210,psme,20.01474377,36.161472,125888.9306,214116.4127
23,492313211,psme,24.20931395,40.154352,126007.1787,214116.1633
23,492313212,psme,22.6231536,38.767512,126053.3046,214116.0838
23,492313222,psme,12.20214661,25.414224,125929.9123,214116.5616
23,492313223,psme,19.6527951,35.765232,125961.997,214117.2627
23,492313230,psme,17.52030142,33.244536,125870.7336,214115.8172
23,492313231,psme,11.95395587,24.990552,125922.8398,214116.5209
23,492313232,psme,21.30075309,37.499544,126065.7352,214115.5921
23,492313240,psme,24.54311504,40.428672,125879.8369,214115.0073
23,492313247,psme,17.46956061,33.180528,126091.4762,214114.7294
23,492313253,psme,11.35621302,23.948136,125924.5385,214112.6719
23,492313254,psme,27.31647134,42.492168,126041.6223,214114.0813
23,492313255,psme,22.68627498,38.825424,126059.7531,214113.5831
23,492313256,psme,12.26874658,25.527,126106.1388,214111.511
23,492313265,psme,25.02671974,40.815768,125966.5938,214113.9592
23,492313266,psme,15.85954912,31.046928,125975.707,214112.1227
23,492313267,psme,19.82162778,35.95116,126075.4399,214113.5357
23,492313268,psme,7.509345694,16.514064,126103.0131,214110.1356
23,492313283,psme,17.79354217,33.585912,125915.7527,214111.4423
23,492313284,psme,19.69414899,35.810952,125945.5663,214113.0539
23,492313285,psme,17.71012194,33.48228,125953.8822,214111.5849
23,492313286,psme,19.09257152,35.134296,126048.6226,214111.2569
23,492313303,psme,17.70767469,33.479232,125867.4415,214110.9688
23,492313313,psme,20.9926324,37.188648,126066.9998,214109.4646
23,492313323,psme,21.44167935,37.639752,125885.4074,214109.2173
23,492313324,psme,21.69603104,37.889688,125897.1116,214110.6587
23,492313325,psme,13.36136979,27.322272,125906.8321,214112.0028
23,492313334,psme,20.9627416,37.158168,125873.168,214108.3632
23,492313342,psme,19.36081185,35.439096,125935.7388,214108.8347
23,492313343,psme,15.07606095,29.934408,125971.1169,214108.2378
23,492313344,psme,24.67489124,40.535352,125992.9135,214110.6668
23,492313345,psme,22.4910875,38.645592,126054.6132,214107.9521
23,492313346,psme,19.93610027,36.076128,126083.2169,214109.324
23,492313357,psme,15.31915741,30.284928,125863.6975,214107.3341
23,492313364,psme,8.833066058,19.208496,125924.6951,214105.8551
23,492313365,psme,18.41243294,34.338768,126072.8345,214107.0429
23,492313371,psme,16.31106232,31.665672,126014.4021,214108.1667
23,492313372,psme,10.81578431,22.978872,126042.8986,214105.2463
23,492313373,psme,19.727308,35.847528,126060.4975,214105.4433
23,492313381,psme,17.03374125,32.622744,125901.9309,214105.7243
23,492313387,psme,11.45114769,24.115776,125906.5513,214104.6395
23,492313388,psme,16.20770878,31.525464,125960.7082,214104.9956
23,492313389,psme,17.68810954,33.454848,125966.1201,214104.1583
23,492313390,psme,14.19344183,28.62072,125981.9673,214106.457
23,492313401,psme,15.08866178,29.952696,125866.6169,214103.077
23,492313402,psme,10.87289696,23.082504,125910.8389,214105.3948
23,492313408,psme,20.28159265,36.447984,125892.5558,214104.1365
23,492313409,psme,22.03736834,38.218872,125975.0548,214102.9673
23,492313410,psme,15.46664426,30.49524,126078.2733,214103.9052
23,492313411,psme,7.672100903,16.852392,126092.8342,214106.0322
23,492313417,psme,17.7861648,33.576768,125950.7352,214103.0538
23,492313426,psme,22.68294648,38.822376,125880.0386,214102.6141
23,492313427,psme,15.25329622,30.19044,126023.6171,214107.1713
23,492313428,psme,24.49071659,40.386,126035.1526,214105.6512
23,492313439,psme,17.7837064,33.57372,126070.7372,214101.2805
23,492313443,psme,16.17414025,31.479744,125938.2043,214102.0841
23,492313453,psme,18.75550645,34.744152,125945.0672,214100.9853
23,492313454,psme,29.31504787,43.763184,126000.4352,214102.4038
23,492313455,psme,4.173086722,9.268968,126063.7317,214100.7651
23,492313468,psme,14.94012374,29.736288,126021.7617,214098.4553
23,492313469,psme,8.728828545,19.001232,126104.329,214100.7982
23,492313470,psme,19.93610027,36.076128,126114.3663,214099.4967
23,492313474,psme,22.91090393,39.02964,125888.9347,214098.7334
23,492313475,psme,18.04383528,33.89376,125900.0162,214097.9442
23,492313476,psme,24.82687817,40.657272,125989.0392,214099.8956
23,492313477,psme,20.51222568,36.691824,126086.0355,214099.2227
23,492313482,psme,8.491319924,18.525744,125912.8141,214099.3693
23,492313483,psme,22.44840314,38.605968,125920.342,214099.7221
23,492313484,psme,19.19398546,35.25012,126045.0628,214099.6381
23,492313489,psme,17.09026133,32.695896,125860.1578,214096.4335
23,492313490,psme,13.6229392,27.7368,125982.1649,214098.6051
23,492313491,psme,29.70955851,43.994832,126038.162,214097.1536
23,492313500,psme,16.10719861,31.388304,125871.6869,214097.6653
23,492313501,psme,18.49689406,34.439352,125928.7083,214098.0018
23,492313502,psme,34.15987412,46.225968,126010.2349,214096.1594
23,492313503,psme,25.68659551,41.324784,126030.4028,214097.6313
23,492313504,psme,8.470113075,18.483072,126105.178,214096.0713
23,492313506,psme,26.76521265,42.111168,125968.7896,214097.0349
23,492313513,psme,3.799871744,8.44296,126076.0537,214096.4839
23,492313514,psme,10.42026731,22.253448,126079.5908,214095.9457
23,492313518,psme,16.39238339,31.7754,125940.6373,214095.2757
23,492313522,psme,11.80195203,24.728424,125979.0884,214094.435
23,492313523,psme,6.884002411,15.197328,126073.0798,214094.3113
23,492313527,psme,17.3517574,33.031176,125935.0746,214094.2121
23,492313528,psme,31.72739251,45.089064,125991.1458,214094.6671
23,492313529,psme,24.70895847,40.562784,126049.9658,214095.1847
23,492313530,psme,7.939485087,17.40408,126067.3033,214093.2053
23,492313531,psme,4.703866046,10.445496,126077.5736,214093.6661
23,492313541,psme,20.81411853,37.005768,125882.5725,214093.6531
23,492313542,psme,30.49773413,44.43984,125955.9969,214094.77
23,492313545,psme,4.470069053,9.927336,126100.5266,214094.6
23,492313558,psme,22.43201678,38.590728,125892.6332,214090.6678
23,492313559,psme,16.38785544,31.769304,125945.2259,214092.2511
23,492313560,psme,24.76590424,40.608504,126033.7981,214091.0733
23,492313561,psme,4.783688691,10.62228,126102.8461,214091.5655
23,492313572,psme,17.8107687,33.607248,125874.4244,214091.5185
23,492313573,psme,30.57553111,44.482512,125971.1354,214091.2346
23,492313574,psme,34.90081943,46.536864,125991.2823,214088.6969
23,492313583,psme,22.43856928,38.596824,125909.2317,214089.3058
23,492313584,psme,18.34873296,34.262568,126041.7981,214090.6787
23,492313588,psme,19.65004191,35.762184,125855.3937,214089.3305
23,492313589,psme,19.31759659,35.390328,125918.6004,214089.585
23,492313590,psme,27.27163004,42.461688,125950.2794,214089.1843
23,492313591,psme,17.06668837,32.665416,126022.64,214089.8827
23,492313592,psme,23.33183893,39.404544,126054.9934,214090.9041
23,492313593,psme,33.22624866,45.81144,126111.8236,214090.84
23,492313600,psme,14.96722789,29.775912,125864.4095,214090.2858
23,492313601,psme,4.902126648,10.884408,125901.8364,214088.1817
23,492313604,psme,26.22060139,41.721024,125962.6849,214088.2489
23,492313605,psme,22.481227,38.636448,126001.9412,214088.3768
23,492313606,psme,19.84390053,35.975544,126046.3741,214087.8574
23,492313607,psme,24.5731367,40.453056,126060.1785,214088.7744
23,492313608,psme,8.59914051,18.742152,126100.977,214084.8238
23,492313613,psme,15.58726329,30.665928,125870.7013,214086.6713
23,492313614,psme,20.4426885,36.618672,125879.976,214088.084
